ncomp,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
29,4256.034938731808,0.5551228534446212,1431.9977219465245,446.12426593655937,0.06955008092033345,53.094418181006255
30,4253.789905922046,0.5557792688215996,1430.0137588879418,444.14113580105135,0.06926826538023281,56.2951196843198
31,4250.505797668914,0.5564040806600751,1434.3840055240837,445.80401879024186,0.06964607112059529,58.68648693723338
32,4247.261598266051,0.5569139319854701,1447.105686006141,451.92195885512496,0.0690573209602622,77.73582334635397
33,4223.552800241343,0.5613953415914441,1476.873211189104,458.04151887766074,0.07014265350278279,59.709534071263754
34,4218.57217102436,0.562285789589712,1470.0477164952738,449.4689895062923,0.06947131215946678,53.30679941091685
35,4193.021594110248,0.5681974513733392,1435.4179616935771,439.8455779768689,0.06662792164330648,67.36838104747457
36,4173.137142402849,0.5720876845438361,1420.5632242403226,444.8265292607755,0.07072998938085155,59.569783996271404
37,4155.210069013619,0.5755625243325165,1407.948087165704,452.3971273780739,0.07154398597075166,58.246505021987076
38,4142.926800590938,0.5780050250360563,1402.8105266664431,454.824277187651,0.07270512964431668,61.65866497708442
39,4117.305117282996,0.5832746988187408,1400.704682081524,448.58622688048075,0.07097507928680387,72.93270308012589
40,4105.139622810666,0.5852681905797289,1391.2384849687282,455.2928074055426,0.07100854274873131,64.11082929065009
41,4100.286545298535,0.5861465035220317,1382.6163142268524,456.9163435505615,0.07104532039705727,62.77374385899632
42,4095.517731134807,0.5869713721501426,1386.0443101294777,462.92606448357037,0.07241704900797373,60.62902447608224
43,4096.693370960524,0.5867768656273465,1385.2703114408368,461.3483089561769,0.07213766005315236,60.13428570079141
44,4097.716418825093,0.5865584027250125,1386.3615118341042,461.31850154165085,0.07217598726518673,61.71314606618454
45,4097.626892689423,0.5866286108087654,1388.0093824415062,461.6164253878899,0.07241616409626685,61.07752639873963
46,4097.086596333777,0.5866452800237584,1386.4664752041804,461.90326803788963,0.07237235905622327,60.543653521473544
47,4098.458997591232,0.5862999339468222,1387.6257204533545,461.78952258186484,0.07227653244167936,60.79222878357989
48,4098.197959832116,0.5863749710897865,1388.8607183329675,464.3360236992111,0.0727034421520489,61.874959179641685
49,4093.9713149435775,0.5873975647559339,1375.6165005187925,453.1989066023826,0.07029266321526993,59.06663078997445
50,4094.677831888939,0.5874249841457835,1371.848224563478,449.89461905421615,0.06961858501051926,56.23521147345914
51,4096.079035591746,0.5871385004271916,1372.4369255786758,448.9443110254629,0.06957476768541472,56.00151053924862
52,4096.479286736718,0.5870408906610243,1372.5053754843625,449.210370667883,0.06955709943572598,56.06311646070559
53,4097.180371259681,0.5869305211897717,1373.4129009628389,447.8673133353996,0.0694253633066736,57.05875524341184
54,4097.793020478529,0.5868133069377135,1374.0310009174993,447.29989245139285,0.06938338871083673,57.82220163701504
55,4097.883929577394,0.5868102838674267,1375.2588294387047,447.4548254159961,0.06946386890020939,57.998702683792175
56,4098.286132193375,0.5868724691084404,1377.0789876089593,443.4844545076129,0.06886482825805666,56.83371157704483
57,4094.1772187260376,0.5877815308253432,1376.410770137113,442.9496907311098,0.06828481466690454,55.37839270665542
58,4094.7555159103845,0.587732639214994,1378.3545561344836,440.12273173058867,0.06783883892232889,55.64153571591669
59,4094.9788350568547,0.587694782479876,1378.3847883553262,439.98675266333424,0.06785212062610359,55.52816348026297
60,4095.6048888956043,0.5876051988117414,1376.2541015367287,437.871373784502,0.06773048233679743,56.45923446080163
61,4096.686907379804,0.5874296463802194,1376.9688224567092,437.48931124478474,0.06755671417217204,55.85488085214678
62,4098.356963659394,0.5871014838316951,1377.0849214800426,437.1902956771569,0.06785403217881099,55.591603884361305
63,4097.321246167378,0.5872829690954694,1377.188583712055,437.34549221711757,0.06793619199615661,55.77885824475821
64,4096.666409125732,0.5873878519011653,1378.5328679908466,437.00607221212954,0.06803971262194848,56.19396370970745
65,4097.390612390681,0.5872708105326624,1378.0064167328353,437.9079835314236,0.0682971946396841,56.177461838437885
66,4096.736798375471,0.5875076000664555,1382.4114750172912,434.17942226608517,0.06753767063212128,53.792595649649975
67,4092.7017642193496,0.5883185455389361,1381.8614668582784,426.33154475250626,0.06608596576271365,50.576581314689534
68,4090.388912082359,0.5890821521658041,1379.4368314390592,425.09122579228193,0.06529138177684907,51.3310590030968
69,4092.8349250042056,0.5885365473716226,1378.2841318370565,413.8734131771375,0.06380567877732649,50.49294863707742
70,4075.1095939906954,0.5923981087965358,1375.273915664295,401.8622272085527,0.056726081953804,45.17200902103461
71,4069.8161513718655,0.5932082371209585,1376.8526712176317,409.97115418729726,0.05798227903426379,45.49817817806968
72,4054.0654402384184,0.5960953284824769,1378.4258702685943,407.9425329880884,0.05819914796430927,43.80404967531675
73,4042.4325057496667,0.5982474366744622,1375.987584236061,408.59058215250815,0.05747599222325713,43.317882006999405
74,4032.6592873560226,0.6003288548113653,1376.3802242469899,406.4321876581362,0.05822207995308492,44.57730204285116
75,4026.0395139901057,0.6017341841231815,1377.9652280822968,405.4240857831902,0.0573788552172642,48.61077847617144
76,4022.985519583427,0.6023249894172855,1376.3001085124774,408.670500299816,0.057076102040637566,47.97882348337827
77,4021.854864488926,0.6026844446405182,1377.3460841238982,408.5323605487486,0.057028346884204294,47.001899538471946
78,4020.02961677732,0.6030652208462493,1377.039735029495,406.8548247024479,0.05715583787516065,46.90403062042116
79,4015.4204337097603,0.603812531708216,1376.059834176783,410.8107358367681,0.057768138420285345,48.31174822279979
80,4012.1952487808626,0.6043981670664846,1375.3254142902474,411.75533469274535,0.058238203797389726,48.128560407590115
81,4008.0957675042596,0.6052050622721636,1379.853925167232,409.3688176873111,0.05965570869386011,50.28543914455342
82,4009.862560758769,0.6049010824152292,1384.5205159925686,410.14790521042767,0.059931547044250834,50.72166154646452
83,4009.6419345483328,0.6050763546905367,1386.0520114617914,413.71797726839185,0.0601402858277285,50.82570167581769
84,4011.139295203077,0.6048453275055105,1387.485853968282,415.0205514702913,0.060377979663650674,50.642310363887
85,4016.9742326652386,0.6040211755742544,1388.1196458761196,413.29101882965836,0.059809253074069944,51.61915053058742
86,4019.9934397722254,0.6035008408065292,1387.8538476979386,410.3002275637699,0.059416870944476015,51.69197749435432
87,4023.9740602203537,0.6026706338463725,1387.5362195437438,412.23453028431885,0.05955489445654789,52.71669638188912
88,4025.6024164890473,0.602390733329322,1388.74210822758,417.9675879270221,0.06001338440629348,54.32984022868238
89,4026.1627531307195,0.6023130366715614,1389.4143587603069,418.370559034312,0.06008819937249552,54.74789318037894
90,4026.69156513998,0.6022733410096939,1388.8240165399268,421.2009856195623,0.06053638109932144,54.40456139371766
